L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
38110,53,17,0.0,73,1,73,1,0,0,0,0,0,0,64,64,73,73,73,73,292.0,146.0,0,0,0,0,2040000,872000,6,0,0,0,0,0,0,0,0,9900,12,0,0,0,Benign
44315,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,53213,1,0,0,1,dos
44270,80,6,7.0,2842,7,1476,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2842.0,1476.0,0,0,0,0,22736000,11808000,8,0,0,0,3,29200,28960,0,0,0,0,0,0,1,xss
36771,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,49418,1,1027,0,1,xss
45787,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,59382,1,0,0,1,dos
3642,42242,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
48604,80,6,7.0,3383,8,1653,4,27,27,27,0,0,0,64,64,1500,52,52,1500,3383.0,1653.0,0,0,0,0,27064000,13224000,9,0,0,0,3,29200,28960,0,0,0,0,0,0,1,xss
33085,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,34043,28,0,0,1,dos
5340,34868,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
52458,443,6,91.0,164,3,112,2,19,18,19,4294857,110,110,64,64,60,52,52,60,164.0,112.0,0,0,0,0,8000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
58273,65049,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
443,37168,6,91.0,164,3,216,4,19,19,18,4294764,203,203,64,64,60,52,52,60,52112.0,52164.0,0,0,0,0,416000,32000,7,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
45877,1095,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
48286,80,6,7.178,695,5,334,5,27,27,27,0,0,0,64,64,479,52,52,479,695.0,334.0,0,0,0,0,5560000,2672000,9,0,1,0,0,29200,26847,0,0,0,0,0,0,1,xss
45274,80,6,7.178,694,5,274,4,27,27,25,0,0,0,64,64,478,52,52,478,694.0,274.0,0,0,0,0,5552000,2192000,8,0,1,0,0,29200,110,0,0,0,0,0,0,1,xss
36129,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,6533,1,0,0,1,dos
54066,123,17,0.0,152,2,0,0,0,0,0,4294936,31,0,64,64,76,76,0,76,152.0,0.0,0,0,0,0,32000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,scanning
52070,443,6,0.0,270,5,139,3,31,30,27,0,0,0,64,64,90,40,40,90,270.0,139.0,0,0,0,0,2160000,1112000,8,0,0,0,0,29200,65535,0,0,0,0,0,0,1,scanning
28019,24671,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
50744,80,6,7.0,2692,7,3669,7,27,27,27,0,0,0,64,64,1500,40,40,1500,2692.0,3669.0,0,0,0,0,21536000,29352000,9,0,1,1,3,29200,65535,0,0,0,0,0,0,1,password
59224,1900,17,0.0,459,3,0,0,0,0,0,0,0,0,1,1,153,153,0,153,459.0,0.0,0,0,0,0,3672000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Benign
45678,6940,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
35056,443,6,91.0,164,3,112,2,19,18,19,4294545,422,422,64,64,60,52,52,60,11252.0,6052.0,0,0,0,0,896000,480000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
40334,80,6,7.0,585,8,12449,23,27,26,27,4294529,438,438,64,64,1500,52,52,1500,369216.0,12277172.0,0,0,0,0,120000,1520000,22,1,0,0,8,29200,28960,0,0,0,0,0,0,1,ddos
43328,80,6,7.0,3557,8,1763,5,27,27,27,0,0,0,64,64,1500,52,52,1500,3557.0,1763.0,0,0,0,0,28456000,14104000,9,0,1,0,3,29200,28960,0,0,0,0,0,0,1,xss
39964,80,6,7.0,1334,17,4934,15,27,27,27,4294490,477,477,64,64,1500,40,40,1500,1334.0,4934.0,192,1,0,0,16000,80000,24,1,4,1,2,29200,65535,49152,192,0,0,0,0,1,password
58652,443,6,91.0,276,5,172,3,19,18,19,4294501,466,466,64,64,60,52,52,60,112164.0,60112.0,0,0,0,0,896000,480000,8,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
42051,9009,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
46356,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,13072,1,0,0,1,dos
50360,1132,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
19609,1287,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
10005,8256,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
56051,8222,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
36603,787,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
47888,1029,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
47218,5700,6,7.0,531,4,224,2,31,30,27,0,0,0,64,64,391,40,40,391,531.0,224.0,0,0,0,0,4248000,1792000,4,1,1,0,0,29200,65535,0,0,0,0,0,0,0,Benign
58992,80,6,7.178,570,5,334,5,27,27,27,0,0,0,64,64,354,52,52,354,570.0,334.0,0,0,0,0,4560000,2672000,9,0,1,0,0,29200,26847,0,0,0,0,0,0,1,xss
18636,37730,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
42347,1056,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
5563,3108,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
14215,13902,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
39685,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,13569,1,1229,0,1,xss
25497,53415,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
58124,53,17,5.178,93,1,177,1,0,0,0,0,0,0,0,0,177,93,93,177,93.0,177.0,0,0,0,0,744000,1416000,1,1,0,0,0,0,0,0,0,19319,1,510,0,0,Benign
49803,443,6,91.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,64240,0,0,0,0,0,0,1,scanning
47806,80,6,7.0,659,5,751,5,27,27,27,0,0,0,64,64,535,52,52,535,659.0,751.0,0,0,0,0,5272000,6008000,8,0,1,1,0,29200,28960,0,0,0,0,0,0,1,xss
42110,443,6,91.0,276,5,224,4,19,18,19,4294514,453,453,64,64,60,52,52,60,276.0,224.0,0,0,0,0,0,0,9,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
51256,443,6,0.0,1468,9,2070,6,30,30,26,4294931,36,0,64,64,1402,52,52,1402,141652.0,2070.0,0,0,0,0,11328000,16560000,10,1,2,1,1,29200,28960,0,0,0,0,0,0,1,ddos
36692,80,6,7.0,4277,8,1989,5,27,27,27,0,0,0,64,64,1500,52,52,1500,4277.0,1989.0,0,0,0,0,34216000,15912000,8,0,1,1,3,29200,28960,0,0,0,0,0,0,1,xss
39416,80,6,7.0,462,5,1340,4,27,26,27,4294951,16,16,64,64,1176,52,52,1176,462.0,1340.0,0,0,0,0,216000,624000,7,1,0,0,1,29200,5792,0,0,0,0,0,0,1,ddos
33638,80,6,7.0,2833,7,1608,5,27,27,27,0,0,0,64,64,1500,52,52,1500,2833.0,1608.0,0,0,0,0,22664000,12864000,9,0,0,0,3,29200,26847,0,0,0,0,0,0,1,xss
0,0,1,0.0,364,13,0,0,0,0,0,4294608,359,0,37,57,28,28,0,28,56308.0,0.0,0,0,0,0,8000,0,13,0,0,0,0,0,0,2048,8,0,0,0,0,0,Benign
36654,80,6,7.0,1246,17,4090,15,27,27,27,4294514,453,453,64,64,1500,40,40,1500,375871.0,11502940.0,126,1,0,0,48000,168000,26,1,2,2,1,29200,65535,32256,126,0,0,0,0,1,password
41976,1102,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
6658,12393,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
44004,80,6,7.0,498,6,387,4,27,27,27,0,0,0,64,64,230,52,52,230,498.0,387.0,0,0,0,0,3984000,3096000,8,2,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
20449,43466,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
36222,80,6,7.0,1354,18,5002,15,27,27,27,4294566,401,401,64,64,1500,40,40,1500,1354.0,5002.0,261,1,0,0,24000,96000,26,0,4,1,2,29200,65535,1280,5,0,0,0,0,1,password
48882,80,6,7.0,268,5,240,4,18,18,18,4294935,32,32,64,64,60,52,52,60,268.0,240.0,0,0,0,0,64000,56000,9,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
33555,10875,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
55034,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,64381,1,2465,0,1,xss
686,686,6,0.0,4000,100,0,0,2,2,0,0,0,0,234,234,40,40,0,40,4000.0,0.0,0,0,0,0,32000000,0,100,0,0,0,0,1641,0,0,0,0,0,0,0,1,dos
49617,1914,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
60726,80,6,7.0,1049,16,3032,13,27,27,27,4294550,417,417,64,64,1500,40,40,1500,1049.0,3032.0,0,0,0,0,16000,56000,25,0,2,1,1,29200,65535,0,0,0,0,0,0,1,password
57630,80,6,7.0,435,5,3398,7,27,27,27,0,0,0,64,64,1500,52,52,1500,435.0,3398.0,0,0,0,0,3480000,27184000,8,2,0,0,2,29200,28960,0,0,0,0,0,0,1,password
39754,80,6,7.0,2755,7,3690,7,27,27,27,0,0,0,64,64,1500,40,40,1500,2755.0,3690.0,0,0,0,0,22040000,29520000,9,0,0,1,4,29200,65535,0,0,0,0,0,0,1,xss
22794,46373,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
47954,80,6,7.0,526,5,3760,6,27,27,27,0,0,0,64,64,1500,52,52,1500,526.0,3760.0,0,0,0,0,4208000,30080000,7,0,1,1,2,29200,28960,0,0,0,0,0,0,1,injection
54141,7582,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
53923,301,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
16763,48552,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
993,56842,6,51.0,111,2,0,0,25,25,0,0,0,0,64,64,59,52,0,59,111.0,0.0,0,0,0,0,888000,0,2,0,0,0,0,235,0,0,0,0,0,0,0,0,Benign
51886,1058,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
40740,80,6,7.0,487,6,3359,7,27,27,27,0,0,0,64,64,1500,52,52,1500,487.0,3359.0,0,0,0,0,3896000,26872000,9,2,0,0,2,29200,28960,0,0,0,0,0,0,1,password
58792,443,6,91.0,328,6,224,4,19,18,19,4294795,172,172,64,64,60,52,52,60,328.0,224.0,0,0,0,0,8000,8000,10,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
56722,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,3385,28,0,0,1,xss
59352,80,6,7.0,624,5,751,5,27,27,27,0,0,0,64,64,535,52,52,535,624.0,751.0,0,0,0,0,4992000,6008000,8,0,1,1,0,29200,28960,0,0,0,0,0,0,1,xss
443,37252,6,91.0,112,2,164,3,19,19,18,4294545,422,422,64,64,60,52,52,60,112.0,164.0,0,0,0,0,0,0,5,0,0,0,0,28960,29200,0,0,0,0,0,0,0,Benign
56246,80,6,7.0,802,5,12815,12,27,27,27,0,0,0,64,64,1500,52,52,1500,802.0,12815.0,0,0,0,0,6416000,102520000,7,0,0,2,8,29200,26847,0,0,0,0,0,0,1,injection
50291,3201,6,151.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,Benign
37394,80,6,7.0,435,5,3133,6,27,27,27,0,0,0,64,64,1500,52,52,1500,435.0,3133.0,0,0,0,0,3480000,25064000,8,1,0,0,2,29200,28960,0,0,0,0,0,0,1,password
57673,514,6,17.0,84,2,44,1,22,6,18,0,0,0,64,64,44,40,40,44,84.0,44.0,0,0,0,0,672000,352000,3,0,0,0,0,1024,5840,0,0,0,0,0,0,0,Benign
49024,18101,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
42579,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,40908,1,0,0,1,dos
39222,995,6,91.23,346,5,223,4,31,30,27,0,0,0,64,64,130,52,52,130,346.0,223.0,0,0,0,0,2768000,1784000,8,1,0,0,0,29200,28960,0,0,0,0,0,0,1,scanning
59544,177,17,15.0,72,2,0,0,0,0,0,4294920,47,0,64,64,36,36,0,36,72.0,0.0,0,0,0,0,8000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,scanning
56171,20770,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
12519,42890,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
40482,80,6,7.0,557,6,323,4,27,27,27,0,0,0,64,64,289,52,52,289,557.0,323.0,0,0,0,0,4456000,2584000,8,1,1,0,0,29200,28960,0,0,0,0,0,0,1,ddos
45520,443,6,0.0,858,7,3326,10,26,26,26,0,0,0,64,64,1406,52,52,1406,858.0,3326.0,0,0,1316,4,6864000,26608000,8,2,6,0,1,29200,28960,0,0,0,0,0,0,1,ddos
60225,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,26926,1,0,0,1,dos
53303,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,60660,1,50,0,1,xss
40662,19315,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
34664,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,21820,1,19,0,1,xss
40672,80,6,7.0,3082,7,1692,5,27,27,27,0,0,0,64,64,1500,52,52,1500,3082.0,1692.0,0,0,0,0,24656000,13536000,9,0,0,0,3,29200,26847,0,0,0,0,0,0,1,xss
54613,44781,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
47747,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,32897,1,1859,0,1,xss
43078,80,6,7.0,216,4,112,2,19,19,19,0,0,0,64,64,60,52,52,60,216.0,112.0,0,0,0,0,1728000,896000,6,0,0,0,0,29200,5792,0,0,0,0,0,0,1,injection
39864,80,6,7.0,3542,8,654,6,27,27,27,0,0,0,64,64,1500,52,52,1500,3542.0,654.0,0,0,0,0,28336000,5232000,10,0,2,0,2,29200,5792,0,0,0,0,0,0,1,xss
26590,914,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
54764,80,6,7.0,706,14,2525,12,27,27,27,4294514,453,453,64,64,1500,40,40,1500,706.0,2525.0,0,0,0,0,8000,40000,24,0,0,1,1,29200,65535,0,0,0,0,0,0,1,password
45836,80,6,7.0,4584,9,2504,6,27,27,27,0,0,0,64,64,1500,52,52,1500,4584.0,2504.0,0,0,420,1,36672000,20032000,9,0,2,0,4,29200,28960,0,0,0,0,0,0,1,xss
54456,80,6,7.0,164,3,60,1,18,18,18,4294951,16,0,64,64,60,52,52,60,164.0,60.0,0,0,0,0,72000,480000,4,0,0,0,0,29200,28960,0,0,0,0,0,0,1,injection
49179,52,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
51130,80,6,7.0,2587,7,1390,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2587.0,1390.0,0,0,0,0,20696000,11120000,8,0,0,1,2,29200,28960,0,0,0,0,0,0,1,xss
57510,80,6,7.178,2929,7,1640,5,27,27,27,4294951,16,16,64,64,1500,52,52,1500,2929.0,1640.0,0,0,0,0,1376000,768000,9,0,0,0,3,29200,26847,0,0,0,0,0,0,1,xss
45344,5405,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
53270,443,6,91.0,164,3,112,2,19,18,19,4294905,62,62,64,64,60,52,52,60,11252.0,6052.0,0,0,0,0,896000,480000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
48412,443,6,91.0,164,3,60,1,18,18,18,4294920,47,0,64,64,60,52,52,60,164.0,60.0,0,0,0,0,24000,480000,4,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
26666,586,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
46393,2049,6,11.0,88,2,48,1,22,6,18,0,0,0,64,64,48,40,40,48,88.0,48.0,0,0,0,0,704000,384000,3,0,0,0,0,4096,5840,0,0,0,0,0,0,1,scanning
63106,21965,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
60516,80,6,7.0,977,11,551,7,27,27,27,4294780,187,187,64,64,275,52,52,275,491486.0,164387.0,218,1,0,0,3664000,1960000,15,2,1,0,0,29200,28960,55808,218,0,0,0,0,1,ddos
33930,443,6,91.0,164,3,112,2,19,18,19,4294857,110,110,64,64,60,52,52,60,164.0,112.0,0,0,0,0,8000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
49812,80,6,7.0,735,13,1414,10,27,27,27,4294467,500,500,64,64,1018,40,40,1018,735.0,1414.0,0,0,0,0,8000,16000,21,1,0,1,0,29200,65535,0,0,0,0,0,0,1,password
80,43716,6,7.0,112,2,406,2,26,18,24,0,0,0,64,64,354,52,52,354,112.0,406.0,0,0,0,0,896000,3248000,3,0,1,0,0,28960,229,0,0,0,0,0,0,0,Benign
56382,1721,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
33614,80,6,7.0,2881,7,1624,5,27,27,27,0,0,0,64,64,1500,52,52,1500,2881.0,1624.0,0,0,0,0,23048000,12992000,9,0,0,0,3,29200,26847,0,0,0,0,0,0,1,xss
30662,32969,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
59452,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,1703,1,58,0,1,xss
40894,80,6,7.0,592,5,751,5,27,27,27,0,0,0,64,64,535,52,52,535,592.0,751.0,0,0,0,0,4736000,6008000,8,0,1,1,0,29200,28960,0,0,0,0,0,0,1,xss
55248,6346,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
35758,80,6,7.0,3755,8,1815,5,27,27,27,0,0,0,64,64,1500,52,52,1500,3755.0,1815.0,0,0,0,0,30040000,14520000,8,1,1,0,3,29200,28960,0,0,0,0,0,0,1,xss
34710,80,6,7.0,423,5,919,5,27,27,27,0,0,0,64,64,703,52,52,703,423.0,919.0,0,0,0,0,3384000,7352000,8,1,0,1,0,29200,28960,0,0,0,0,0,0,1,password
54100,53,17,0.0,138,2,234,2,0,0,0,0,0,0,64,64,117,69,69,117,138.0,234.0,0,0,0,0,1104000,1872000,4,0,0,0,0,0,0,0,0,7450,1,604800,0,0,Benign
24683,51652,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
59304,443,6,91.0,164,3,112,2,19,18,19,4294889,78,78,64,64,60,52,52,60,164.0,112.0,0,0,0,0,16000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
34930,443,6,91.0,276,5,172,3,19,18,19,4294530,437,437,64,64,60,52,52,60,164112.0,11260.0,0,0,0,0,16000,8000,8,0,0,0,0,29200,28960,0,0,0,0,0,0,1,ddos
47945,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,36282,28,0,0,1,xss
58736,80,6,7.0,484,9,420,7,18,18,18,4294639,328,328,64,64,60,52,52,60,484.0,420.0,0,0,0,0,8000,8000,16,0,0,0,0,29200,5792,0,0,0,0,0,0,1,ddos
22132,11996,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
19808,53,17,0.0,75,1,141,1,0,0,0,0,0,0,0,0,141,75,75,141,75.0,141.0,0,0,0,0,600000,1128000,1,1,0,0,0,0,0,0,0,14110,28,180,0,0,Benign
14518,12970,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,scanning
